built_age,current_energy_efficiency,environment_impact_current,energy_consumption_current,co2_emissions_current,lighting_cost_current,heating_cost_current,hot_water_cost_current
Post-30s,67.0,66.0,215.0,2.9,39.0,458.0,123.0
Pre-30s,66.0,60.0,263.0,4.1,51.0,479.0,115.0
Pre-30s,60.0,54.0,329.0,3.8,52.0,697.0,76.0
Pre-30s,50.0,42.0,438.0,5.7,64.0,1057.0,124.0
Post-30s,48.0,40.0,410.0,7.9,79.0,1370.0,144.0
Post-30s,65.0,65.0,239.0,2.8,80.0,535.0,99.0
Pre-30s,51.0,45.0,416.0,4.4,74.0,828.0,107.0
Pre-30s,58.0,52.0,335.0,5.0,141.0,811.0,81.0
Pre-30s,49.0,44.0,394.0,9.8,149.0,1951.0,106.0
Post-30s,49.0,45.0,331.0,6.0,98.0,1008.0,201.0
Pre-30s,46.0,43.0,401.0,4.8,67.0,903.0,96.0
Pre-30s,62.0,60.0,329.0,4.2,66.0,858.0,94.0
Pre-30s,45.0,35.0,527.0,8.7,86.0,1500.0,106.0
Pre-30s,46.0,42.0,353.0,6.6,100.0,1081.0,108.0
Pre-30s,45.0,44.0,515.0,3.5,34.0,646.0,73.0
Pre-30s,54.0,54.0,432.0,3.8,42.0,794.0,82.0
Pre-30s,50.0,47.0,380.0,5.5,111.0,1107.0,106.0
Pre-30s,63.0,62.0,230.0,3.7,49.0,737.0,69.0
Post-30s,53.0,49.0,320.0,4.9,75.0,915.0,97.0
Pre-30s,33.0,33.0,538.0,7.4,75.0,1296.0,412.0
Pre-30s,61.0,58.0,252.0,4.0,74.0,787.0,95.0
Post-30s,80.0,81.0,119.0,1.6,86.0,445.0,87.0
Post-30s,73.0,71.0,218.0,3.5,106.0,587.0,87.0
Post-30s,58.0,54.0,272.0,4.4,77.0,609.0,204.0
,56.0,50.0,329.0,5.6,101.0,791.0,130.0
Post-30s,50.0,43.0,476.0,5.6,48.0,1009.0,104.0
Post-30s,67.0,63.0,190.0,5.2,89.0,940.0,176.0
Post-30s,60.0,54.0,332.0,5.1,103.0,902.0,103.0
Pre-30s,49.0,42.0,296.0,10.0,142.0,1653.0,164.0
Post-30s,72.0,70.0,219.0,3.2,60.0,550.0,93.0
Post-30s,78.0,80.0,126.0,1.7,44.0,309.0,82.0
Pre-30s,1.0,15.0,750.0,17.0,189.0,5808.0,282.0
Post-30s,62.0,56.0,306.0,4.4,101.0,751.0,104.0
Pre-30s,59.0,56.0,278.0,3.9,82.0,706.0,87.0
Pre-30s,64.0,61.0,285.0,3.2,73.0,572.0,117.0
Pre-30s,41.0,33.0,448.0,11.0,149.0,2050.0,112.0
Pre-30s,50.0,47.0,273.0,8.8,121.0,1832.0,110.0
Pre-30s,65.0,59.0,268.0,4.7,70.0,891.0,100.0
Pre-30s,42.0,38.0,411.0,6.4,68.0,1158.0,86.0
Pre-30s,50.0,42.0,444.0,5.7,62.0,950.0,91.0
Pre-30s,53.0,51.0,301.0,4.8,76.0,907.0,104.0
Post-30s,59.0,55.0,272.0,4.3,79.0,663.0,267.0
Post-30s,68.0,66.0,235.0,3.5,135.0,492.0,182.0
Post-30s,71.0,71.0,188.0,3.2,111.0,467.0,123.0
Post-30s,73.0,74.0,140.0,3.5,134.0,584.0,107.0
Pre-30s,30.0,23.0,558.0,15.0,131.0,2892.0,97.0
Pre-30s,19.0,7.0,1361.0,12.0,48.0,1564.0,296.0
Pre-30s,46.0,43.0,376.0,5.1,66.0,907.0,108.0
Pre-30s,64.0,62.0,328.0,2.7,49.0,479.0,89.0
Pre-30s,54.0,50.0,341.0,5.4,96.0,1096.0,110.0
Post-30s,47.0,42.0,342.0,9.5,133.0,1917.0,115.0
Pre-30s,46.0,38.0,436.0,8.0,100.0,1513.0,113.0
Pre-30s,40.0,37.0,466.0,7.3,97.0,1505.0,113.0
Post-30s,58.0,55.0,291.0,3.8,87.0,658.0,164.0
Post-30s,79.0,77.0,150.0,2.7,84.0,367.0,121.0
Pre-30s,14.0,20.0,693.0,13.0,81.0,3229.0,266.0
Post-30s,70.0,64.0,209.0,8.0,176.0,1427.0,115.0
Pre-30s,49.0,42.0,429.0,6.1,54.0,1177.0,118.0
Pre-30s,67.0,63.0,291.0,4.2,62.0,786.0,106.0
Post-30s,60.0,53.0,277.0,3.9,49.0,709.0,89.0
Post-30s,11.0,25.0,548.0,11.0,120.0,2767.0,80.0
Post-30s,59.0,59.0,276.0,3.4,41.0,705.0,86.0
Pre-30s,58.0,53.0,280.0,4.4,57.0,883.0,104.0
Pre-30s,61.0,57.0,250.0,3.9,72.0,685.0,116.0
Pre-30s,50.0,42.0,473.0,6.8,54.0,1287.0,136.0
Post-30s,64.0,63.0,234.0,5.5,134.0,876.0,160.0
Post-30s,76.0,77.0,133.0,2.5,54.0,417.0,88.0
Pre-30s,43.0,37.0,554.0,5.7,41.0,1070.0,106.0
Pre-30s,43.0,35.0,473.0,9.5,82.0,1805.0,128.0
Post-30s,77.0,74.0,181.0,2.4,63.0,350.0,95.0
Post-30s,79.0,77.0,157.0,2.2,71.0,247.0,91.0
Pre-30s,58.0,50.0,345.0,5.4,60.0,937.0,124.0
Pre-30s,51.0,44.0,431.0,5.3,72.0,924.0,101.0
Post-30s,80.0,77.0,181.0,1.7,33.0,286.0,109.0
Pre-30s,39.0,33.0,551.0,9.3,118.0,1714.0,131.0
Pre-30s,43.0,36.0,487.0,7.3,125.0,1205.0,107.0
Pre-30s,53.0,44.0,339.0,7.8,125.0,1397.0,88.0
Pre-30s,44.0,37.0,352.0,24.0,183.0,4875.0,126.0
Post-30s,70.0,68.0,248.0,3.1,73.0,529.0,92.0
Pre-30s,42.0,45.0,621.0,3.6,42.0,700.0,97.0
Pre-30s,49.0,45.0,370.0,4.7,49.0,931.0,117.0
Pre-30s,54.0,49.0,298.0,5.4,69.0,972.0,94.0
Pre-30s,56.0,53.0,303.0,4.1,63.0,698.0,90.0
Pre-30s,40.0,35.0,513.0,6.9,69.0,902.0,170.0
Post-30s,59.0,55.0,224.0,7.0,111.0,1391.0,104.0
Post-30s,70.0,68.0,197.0,3.1,112.0,531.0,107.0
Pre-30s,54.0,45.0,349.0,7.7,116.0,1418.0,115.0
Post-30s,68.0,90.0,237.0,3.5,198.0,2664.0,171.0
Post-30s,57.0,54.0,340.0,4.2,82.0,782.0,126.0
Post-30s,74.0,72.0,189.0,3.0,91.0,489.0,107.0
Pre-30s,46.0,40.0,428.0,6.5,73.0,974.0,107.0
Pre-30s,20.0,9.0,1190.0,13.0,61.0,2210.0,293.0
Pre-30s,59.0,57.0,303.0,3.3,58.0,648.0,97.0
Pre-30s,48.0,42.0,382.0,12.0,136.0,2518.0,119.0
Pre-30s,63.0,55.0,309.0,7.6,151.0,1244.0,78.0
Pre-30s,59.0,52.0,359.0,4.0,60.0,485.0,98.0
Post-30s,77.0,78.0,178.0,2.5,82.0,420.0,85.0
Post-30s,70.0,69.0,184.0,3.0,50.0,545.0,114.0
Post-30s,60.0,56.0,246.0,4.3,60.0,817.0,102.0
Pre-30s,55.0,50.0,329.0,5.1,60.0,994.0,108.0
Pre-30s,40.0,33.0,550.0,9.4,123.0,1764.0,136.0
Post-30s,69.0,70.0,185.0,2.8,48.0,548.0,90.0
Post-30s,69.0,65.0,252.0,3.1,56.0,480.0,114.0
Post-30s,77.0,79.0,131.0,1.9,51.0,343.0,123.0
Pre-30s,53.0,42.0,332.0,14.0,106.0,2628.0,108.0
Pre-30s,36.0,32.0,376.0,14.0,174.0,2538.0,313.0
Pre-30s,62.0,60.0,256.0,3.4,90.0,662.0,97.0
Pre-30s,67.0,68.0,189.0,3.3,108.0,619.0,99.0
Post-30s,55.0,52.0,371.0,6.3,68.0,1220.0,169.0
Pre-30s,46.0,45.0,356.0,7.1,64.0,1540.0,114.0
Pre-30s,49.0,41.0,413.0,7.4,61.0,1402.0,103.0
Pre-30s,42.0,39.0,413.0,5.9,64.0,1055.0,120.0
Pre-30s,56.0,48.0,399.0,6.1,95.0,1001.0,94.0
Pre-30s,53.0,43.0,394.0,12.0,128.0,2311.0,116.0
Post-30s,54.0,46.0,387.0,6.6,105.0,1210.0,112.0
Pre-30s,55.0,47.0,384.0,7.8,68.0,1466.0,111.0
Post-30s,61.0,58.0,248.0,4.2,106.0,766.0,98.0
Post-30s,41.0,34.0,512.0,7.5,100.0,1207.0,163.0
Pre-30s,21.0,21.0,841.0,8.9,69.0,1002.0,246.0
Post-30s,67.0,67.0,239.0,3.2,100.0,614.0,102.0
Pre-30s,50.0,41.0,439.0,8.7,107.0,1645.0,99.0
Post-30s,7.0,22.0,766.0,7.4,56.0,1510.0,430.0
Post-30s,48.0,47.0,438.0,4.9,86.0,526.0,257.0
Post-30s,86.0,83.0,148.0,2.5,77.0,612.0,101.0
Post-30s,70.0,71.0,192.0,2.5,57.0,414.0,83.0
Pre-30s,61.0,63.0,272.0,2.9,64.0,564.0,80.0
Pre-30s,43.0,40.0,395.0,6.0,70.0,1035.0,104.0
Pre-30s,53.0,50.0,350.0,3.8,68.0,668.0,83.0
Pre-30s,58.0,51.0,352.0,4.5,56.0,720.0,106.0
Pre-30s,72.0,69.0,250.0,2.4,52.0,388.0,94.0
Post-30s,54.0,47.0,362.0,5.0,107.0,908.0,120.0
Pre-30s,29.0,33.0,644.0,5.6,62.0,776.0,355.0
Pre-30s,40.0,34.0,497.0,6.2,71.0,1181.0,96.0
Post-30s,56.0,52.0,285.0,4.9,106.0,892.0,97.0
Post-30s,73.0,70.0,177.0,3.3,90.0,531.0,90.0
Pre-30s,51.0,40.0,323.0,18.0,189.0,2940.0,243.0
Post-30s,71.0,67.0,155.0,6.0,90.0,945.0,109.0
Post-30s,62.0,56.0,294.0,4.5,77.0,610.0,102.0
Post-30s,67.0,67.0,223.0,2.6,66.0,431.0,90.0
Pre-30s,19.0,30.0,494.0,9.4,79.0,2195.0,74.0
Pre-30s,43.0,39.0,381.0,6.8,65.0,915.0,489.0
Post-30s,60.0,53.0,339.0,5.2,83.0,891.0,98.0
Pre-30s,55.0,49.0,399.0,4.3,59.0,837.0,95.0
Post-30s,53.0,45.0,338.0,6.2,130.0,1103.0,143.0
Post-30s,70.0,71.0,198.0,3.0,80.0,502.0,118.0
Pre-30s,48.0,40.0,278.0,21.0,218.0,3808.0,118.0
Post-30s,62.0,61.0,271.0,2.9,49.0,487.0,158.0
Pre-30s,59.0,58.0,370.0,3.0,45.0,618.0,85.0
Post-30s,70.0,70.0,238.0,2.5,52.0,438.0,89.0
Post-30s,53.0,46.0,396.0,5.2,99.0,971.0,98.0
Post-30s,76.0,73.0,147.0,5.0,138.0,715.0,176.0
Pre-30s,51.0,44.0,466.0,6.8,104.0,1025.0,326.0
Pre-30s,66.0,65.0,216.0,3.2,43.0,560.0,83.0
Pre-30s,67.0,65.0,204.0,3.5,98.0,596.0,104.0
,75.0,69.0,168.0,3.1,95.0,280.0,153.0
Post-30s,65.0,60.0,277.0,3.8,62.0,548.0,177.0
Pre-30s,58.0,51.0,468.0,3.1,26.0,524.0,77.0
Pre-30s,55.0,50.0,289.0,5.4,50.0,909.0,99.0
Post-30s,71.0,69.0,225.0,2.8,66.0,478.0,70.0
Pre-30s,55.0,39.0,303.0,26.0,288.0,4364.0,122.0
Pre-30s,54.0,49.0,352.0,5.4,77.0,1076.0,86.0
Pre-30s,59.0,56.0,273.0,3.8,74.0,645.0,82.0
Post-30s,61.0,54.0,289.0,4.3,79.0,699.0,97.0
Post-30s,64.0,64.0,242.0,2.7,75.0,503.0,98.0
Pre-30s,38.0,37.0,413.0,6.2,81.0,1167.0,85.0
Pre-30s,52.0,45.0,412.0,5.3,99.0,994.0,107.0
Pre-30s,51.0,42.0,418.0,8.8,148.0,1428.0,97.0
Pre-30s,59.0,52.0,338.0,4.7,53.0,890.0,90.0
Pre-30s,42.0,38.0,392.0,6.8,75.0,1084.0,240.0
Post-30s,51.0,45.0,460.0,5.2,81.0,877.0,185.0
Post-30s,16.0,31.0,663.0,6.4,58.0,1291.0,81.0
Pre-30s,67.0,64.0,274.0,3.1,64.0,520.0,94.0
Pre-30s,59.0,52.0,233.0,8.3,142.0,1534.0,98.0
Post-30s,69.0,69.0,248.0,2.8,48.0,519.0,115.0
Post-30s,76.0,74.0,156.0,3.5,137.0,413.0,121.0
Post-30s,76.0,73.0,140.0,3.8,120.0,638.0,108.0
Pre-30s,49.0,43.0,247.0,7.5,75.0,1320.0,99.0
Pre-30s,54.0,50.0,326.0,4.2,84.0,791.0,92.0
Pre-30s,65.0,61.0,197.0,5.9,96.0,1038.0,99.0
Pre-30s,53.0,44.0,382.0,6.7,70.0,1264.0,109.0
Pre-30s,22.0,31.0,547.0,6.7,41.0,1592.0,68.0
Pre-30s,61.0,57.0,362.0,3.2,45.0,551.0,82.0
Pre-30s,54.0,45.0,359.0,7.1,91.0,1315.0,111.0
Post-30s,74.0,72.0,159.0,3.1,98.0,530.0,106.0
Pre-30s,60.0,53.0,305.0,5.5,99.0,1009.0,112.0
Pre-30s,57.0,50.0,393.0,4.2,42.0,792.0,114.0
Pre-30s,57.0,56.0,288.0,3.7,68.0,655.0,90.0
Post-30s,76.0,74.0,201.0,2.1,57.0,275.0,69.0
Pre-30s,44.0,39.0,413.0,10.0,78.0,2156.0,116.0
Post-30s,69.0,65.0,265.0,4.7,78.0,812.0,83.0
Pre-30s,50.0,44.0,292.0,9.4,132.0,1746.0,116.0
Pre-30s,70.0,69.0,162.0,5.7,157.0,1163.0,154.0
Post-30s,60.0,54.0,242.0,5.8,87.0,1094.0,99.0
Pre-30s,27.0,18.0,348.0,35.0,168.0,4863.0,343.0
Pre-30s,65.0,64.0,219.0,3.3,85.0,535.0,85.0
Pre-30s,59.0,53.0,357.0,4.2,66.0,778.0,98.0
Post-30s,69.0,66.0,223.0,2.8,62.0,477.0,86.0
Pre-30s,52.0,43.0,366.0,7.8,85.0,1420.0,143.0
Pre-30s,41.0,43.0,274.0,10.0,173.0,1623.0,124.0
Post-30s,58.0,53.0,260.0,5.3,90.0,870.0,91.0
Pre-30s,71.0,67.0,183.0,4.7,121.0,543.0,144.0
,45.0,39.0,456.0,6.3,76.0,918.0,124.0
Post-30s,46.0,37.0,399.0,11.0,121.0,1957.0,236.0
Pre-30s,60.0,56.0,283.0,6.2,152.0,1156.0,108.0
Pre-30s,29.0,31.0,583.0,7.5,64.0,1551.0,228.0
Pre-30s,64.0,57.0,224.0,4.3,57.0,728.0,120.0
Pre-30s,51.0,45.0,390.0,5.8,87.0,865.0,96.0
Pre-30s,42.0,37.0,348.0,10.0,77.0,1586.0,223.0
Post-30s,77.0,76.0,145.0,3.3,115.0,352.0,109.0
Post-30s,65.0,63.0,216.0,3.7,77.0,599.0,122.0
Pre-30s,57.0,51.0,265.0,5.9,97.0,1073.0,123.0
Post-30s,64.0,59.0,307.0,4.2,102.0,730.0,83.0
Post-30s,78.0,78.0,116.0,2.7,85.0,435.0,103.0
Pre-30s,62.0,57.0,358.0,4.1,56.0,729.0,78.0
Post-30s,66.0,64.0,218.0,3.4,86.0,555.0,188.0
Pre-30s,65.0,65.0,235.0,2.8,61.0,561.0,90.0
Post-30s,67.0,63.0,284.0,3.6,61.0,553.0,129.0
Pre-30s,50.0,46.0,431.0,4.8,46.0,945.0,102.0
Post-30s,67.0,69.0,212.0,2.4,58.0,459.0,75.0
Post-30s,68.0,66.0,257.0,3.0,54.0,524.0,119.0
Pre-30s,56.0,49.0,337.0,4.8,86.0,889.0,91.0
Pre-30s,65.0,65.0,239.0,2.8,56.0,515.0,83.0
Pre-30s,61.0,55.0,320.0,4.0,64.0,593.0,122.0
Pre-30s,63.0,61.0,257.0,3.2,67.0,572.0,87.0
Pre-30s,64.0,61.0,318.0,3.1,42.0,598.0,93.0
Post-30s,69.0,65.0,221.0,4.0,102.0,452.0,109.0
Post-30s,77.0,76.0,164.0,2.9,81.0,479.0,117.0
Pre-30s,59.0,58.0,222.0,9.2,94.0,1964.0,100.0
Pre-30s,67.0,64.0,275.0,3.1,72.0,536.0,88.0
Post-30s,65.0,62.0,210.0,4.4,56.0,691.0,161.0
Pre-30s,54.0,43.0,319.0,9.7,84.0,1876.0,105.0
Pre-30s,58.0,51.0,344.0,5.1,93.0,881.0,86.0
Pre-30s,21.0,16.0,450.0,33.0,279.0,4019.0,277.0
Post-30s,64.0,59.0,299.0,4.5,81.0,802.0,92.0
Pre-30s,57.0,51.0,333.0,5.0,81.0,622.0,81.0
Pre-30s,58.0,53.0,276.0,4.7,51.0,884.0,65.0
Pre-30s,62.0,58.0,226.0,5.0,65.0,867.0,113.0
Pre-30s,58.0,54.0,271.0,4.7,55.0,913.0,126.0
Pre-30s,50.0,41.0,393.0,7.9,88.0,1518.0,115.0
Post-30s,57.0,47.0,308.0,8.9,182.0,1509.0,100.0
Post-30s,73.0,74.0,167.0,2.2,74.0,420.0,43.0
Pre-30s,53.0,46.0,266.0,11.0,129.0,1865.0,111.0
Pre-30s,53.0,46.0,285.0,7.5,79.0,1354.0,104.0
Post-30s,68.0,70.0,196.0,2.6,67.0,470.0,82.0
Post-30s,70.0,72.0,153.0,3.4,103.0,477.0,318.0
Pre-30s,66.0,61.0,287.0,3.3,63.0,514.0,103.0
Post-30s,59.0,54.0,423.0,4.3,46.0,824.0,112.0
Post-30s,59.0,56.0,269.0,4.0,81.0,512.0,208.0
Pre-30s,47.0,43.0,367.0,5.6,60.0,929.0,101.0
Pre-30s,57.0,46.0,304.0,11.0,120.0,2115.0,160.0
Pre-30s,38.0,36.0,417.0,12.0,140.0,2429.0,121.0
Post-30s,66.0,63.0,202.0,4.5,119.0,807.0,97.0
Post-30s,78.0,77.0,171.0,2.0,61.0,222.0,102.0
Pre-30s,68.0,66.0,200.0,3.3,75.0,586.0,98.0
Pre-30s,58.0,48.0,285.0,8.7,121.0,1652.0,105.0
Post-30s,60.0,53.0,294.0,5.1,123.0,920.0,94.0
Post-30s,60.0,54.0,319.0,4.4,81.0,616.0,156.0
Post-30s,49.0,45.0,335.0,5.9,64.0,1015.0,109.0
Post-30s,67.0,64.0,262.0,3.3,68.0,545.0,85.0
Post-30s,44.0,38.0,451.0,5.8,68.0,1081.0,113.0
Post-30s,65.0,61.0,291.0,3.5,52.0,615.0,94.0
Post-30s,60.0,54.0,303.0,4.9,79.0,764.0,105.0
Pre-30s,14.0,27.0,629.0,7.3,47.0,1713.0,280.0
Post-30s,60.0,64.0,259.0,3.4,56.0,453.0,296.0
Post-30s,56.0,55.0,331.0,3.9,59.0,698.0,92.0
Pre-30s,72.0,71.0,220.0,2.4,54.0,404.0,86.0
Pre-30s,51.0,41.0,347.0,13.0,177.0,2436.0,114.0
Pre-30s,57.0,50.0,382.0,5.4,104.0,904.0,197.0
Pre-30s,48.0,42.0,407.0,6.3,77.0,864.0,114.0
Post-30s,62.0,58.0,306.0,3.7,73.0,683.0,67.0
Post-30s,48.0,54.0,340.0,4.3,62.0,632.0,359.0
Post-30s,57.0,50.0,329.0,4.3,54.0,591.0,332.0
Post-30s,75.0,73.0,164.0,3.7,128.0,428.0,137.0
Post-30s,75.0,70.0,182.0,9.2,192.0,1558.0,167.0
Pre-30s,59.0,52.0,358.0,4.9,53.0,928.0,94.0
Post-30s,67.0,68.0,219.0,2.5,78.0,485.0,86.0
Post-30s,76.0,76.0,140.0,2.4,52.0,439.0,94.0
Post-30s,50.0,45.0,320.0,6.4,90.0,1166.0,79.0
Pre-30s,55.0,47.0,356.0,5.9,90.0,1109.0,114.0
Post-30s,82.0,82.0,142.0,1.4,48.0,254.0,84.0
Pre-30s,54.0,44.0,338.0,12.0,188.0,2287.0,141.0
Post-30s,65.0,60.0,273.0,3.9,68.0,575.0,141.0
Pre-30s,69.0,65.0,244.0,3.3,73.0,536.0,107.0
Pre-30s,57.0,51.0,265.0,6.0,98.0,977.0,90.0
,84.0,85.0,95.0,2.2,76.0,370.0,110.0
Pre-30s,66.0,65.0,214.0,3.3,101.0,628.0,95.0
Post-30s,63.0,60.0,233.0,4.1,92.0,704.0,114.0
Post-30s,68.0,66.0,183.0,4.0,121.0,675.0,104.0
Post-30s,76.0,76.0,131.0,2.8,88.0,478.0,96.0
Post-30s,57.0,50.0,319.0,6.0,142.0,1014.0,119.0
Pre-30s,53.0,51.0,410.0,3.9,37.0,817.0,87.0
Pre-30s,32.0,27.0,571.0,9.3,65.0,1307.0,118.0
Post-30s,65.0,59.0,249.0,5.6,119.0,1003.0,133.0
Post-30s,59.0,56.0,291.0,4.6,90.0,605.0,164.0
Post-30s,72.0,69.0,195.0,2.8,53.0,536.0,87.0
Post-30s,59.0,53.0,384.0,3.6,33.0,461.0,85.0
Pre-30s,54.0,47.0,389.0,4.8,63.0,591.0,91.0
Pre-30s,48.0,42.0,520.0,6.0,70.0,1098.0,89.0
Pre-30s,60.0,55.0,384.0,3.3,36.0,605.0,81.0
Pre-30s,64.0,58.0,317.0,3.3,60.0,526.0,87.0
Pre-30s,48.0,43.0,498.0,4.8,72.0,852.0,74.0
Post-30s,1.0,11.0,929.0,10.0,72.0,2314.0,233.0
Pre-30s,53.0,43.0,310.0,17.0,239.0,3014.0,336.0
Pre-30s,54.0,47.0,378.0,5.5,94.0,1042.0,102.0
Post-30s,66.0,65.0,217.0,3.1,69.0,570.0,112.0
Pre-30s,52.0,45.0,426.0,5.1,78.0,890.0,105.0
Pre-30s,37.0,32.0,446.0,12.0,153.0,1838.0,156.0
Post-30s,68.0,66.0,199.0,3.4,69.0,627.0,109.0
Pre-30s,61.0,53.0,347.0,3.9,35.0,568.0,86.0
Pre-30s,70.0,67.0,220.0,3.4,77.0,614.0,100.0
Post-30s,66.0,63.0,339.0,3.6,46.0,646.0,101.0
Pre-30s,46.0,41.0,549.0,4.6,51.0,890.0,102.0
Pre-30s,65.0,65.0,241.0,2.8,64.0,507.0,84.0
Pre-30s,39.0,54.0,242.0,7.8,168.0,1865.0,217.0
Post-30s,68.0,69.0,264.0,3.0,90.0,588.0,98.0
Pre-30s,47.0,41.0,361.0,10.0,115.0,1464.0,187.0
Pre-30s,15.0,27.0,555.0,8.0,94.0,1938.0,73.0
Pre-30s,59.0,52.0,348.0,4.7,54.0,839.0,96.0
Post-30s,50.0,43.0,476.0,5.3,57.0,824.0,286.0
Pre-30s,65.0,65.0,234.0,2.9,75.0,523.0,85.0
Pre-30s,60.0,53.0,349.0,4.0,56.0,676.0,93.0
Pre-30s,32.0,29.0,492.0,8.1,105.0,1505.0,196.0
Pre-30s,57.0,49.0,352.0,5.4,73.0,1014.0,102.0
Post-30s,63.0,58.0,358.0,4.2,55.0,773.0,81.0
Post-30s,54.0,49.0,280.0,6.5,126.0,1129.0,111.0
Pre-30s,57.0,46.0,296.0,13.0,171.0,2465.0,104.0
Pre-30s,48.0,41.0,409.0,7.4,126.0,1299.0,108.0
Pre-30s,54.0,46.0,355.0,7.1,94.0,1333.0,102.0
Post-30s,59.0,56.0,299.0,4.6,91.0,910.0,107.0
Pre-30s,53.0,42.0,341.0,11.0,111.0,2167.0,117.0
Post-30s,72.0,73.0,170.0,2.4,78.0,444.0,104.0
Pre-30s,57.0,49.0,201.0,12.0,127.0,2453.0,179.0
,61.0,56.0,298.0,4.4,95.0,617.0,128.0
Pre-30s,61.0,52.0,277.0,8.0,131.0,1478.0,115.0
Pre-30s,59.0,51.0,331.0,5.4,75.0,890.0,93.0
Pre-30s,55.0,48.0,380.0,5.0,106.0,872.0,96.0
Post-30s,71.0,72.0,174.0,2.6,74.0,411.0,81.0
Post-30s,49.0,45.0,360.0,5.0,65.0,891.0,105.0
Post-30s,69.0,67.0,237.0,3.0,101.0,512.0,106.0
Pre-30s,69.0,69.0,228.0,2.9,71.0,570.0,96.0
Post-30s,57.0,52.0,349.0,4.9,53.0,880.0,211.0
Post-30s,51.0,45.0,367.0,6.4,99.0,857.0,121.0
Pre-30s,55.0,48.0,388.0,5.0,74.0,939.0,109.0
Post-30s,71.0,69.0,232.0,3.0,71.0,496.0,86.0
Post-30s,76.0,76.0,131.0,2.8,89.0,462.0,166.0
Pre-30s,46.0,37.0,331.0,17.0,172.0,3057.0,102.0
Pre-30s,32.0,30.0,504.0,7.5,69.0,1279.0,316.0
Pre-30s,62.0,58.0,229.0,4.8,94.0,884.0,96.0
Pre-30s,59.0,52.0,331.0,5.1,56.0,907.0,161.0
Pre-30s,54.0,50.0,313.0,4.7,79.0,842.0,91.0
Post-30s,76.0,75.0,186.0,2.0,67.0,565.0,72.0
Post-30s,47.0,42.0,528.0,4.9,69.0,557.0,401.0
Pre-30s,43.0,36.0,444.0,9.0,132.0,1662.0,111.0
Post-30s,74.0,72.0,174.0,2.7,62.0,475.0,108.0
Pre-30s,63.0,60.0,231.0,4.0,51.0,669.0,103.0
Pre-30s,63.0,59.0,232.0,4.4,68.0,834.0,96.0
Pre-30s,56.0,51.0,278.0,5.3,51.0,910.0,85.0
Post-30s,64.0,59.0,293.0,3.6,79.0,506.0,160.0
Pre-30s,61.0,53.0,317.0,4.9,67.0,883.0,107.0
Post-30s,55.0,50.0,296.0,5.0,79.0,808.0,105.0
Pre-30s,45.0,42.0,406.0,4.9,47.0,996.0,100.0
Pre-30s,61.0,60.0,246.0,6.6,132.0,923.0,158.0
Post-30s,68.0,64.0,252.0,3.4,78.0,503.0,105.0
Post-30s,65.0,57.0,243.0,6.7,148.0,1111.0,136.0
Pre-30s,1.0,16.0,729.0,15.0,137.0,4110.0,109.0
Post-30s,58.0,52.0,385.0,4.5,75.0,794.0,92.0
Pre-30s,1.0,16.0,838.0,9.3,65.0,2384.0,169.0
Post-30s,68.0,66.0,190.0,3.6,76.0,604.0,134.0
Post-30s,79.0,81.0,111.0,2.1,65.0,348.0,90.0
Post-30s,58.0,53.0,303.0,4.7,74.0,894.0,115.0
Pre-30s,55.0,52.0,417.0,4.4,61.0,894.0,79.0
Pre-30s,40.0,36.0,408.0,7.3,54.0,1379.0,120.0
Pre-30s,54.0,45.0,255.0,10.0,105.0,1218.0,126.0
Post-30s,61.0,74.0,203.0,2.5,63.0,260.0,273.0
Pre-30s,55.0,51.0,306.0,4.4,69.0,747.0,84.0
Pre-30s,75.0,72.0,242.0,1.9,45.0,284.0,72.0
Pre-30s,67.0,64.0,220.0,6.7,115.0,1306.0,91.0
Pre-30s,62.0,59.0,335.0,3.0,50.0,486.0,97.0
Post-30s,66.0,62.0,222.0,5.6,144.0,769.0,185.0
Pre-30s,43.0,39.0,376.0,7.1,64.0,1168.0,83.0
Post-30s,71.0,64.0,193.0,7.1,160.0,1142.0,162.0
Pre-30s,55.0,50.0,286.0,8.7,170.0,1003.0,134.0
Post-30s,74.0,76.0,146.0,2.2,72.0,449.0,98.0
Post-30s,56.0,56.0,301.0,3.5,47.0,650.0,79.0
Post-30s,75.0,77.0,153.0,1.8,76.0,332.0,85.0
Post-30s,71.0,68.0,261.0,4.0,64.0,736.0,107.0
Post-30s,64.0,64.0,282.0,3.0,79.0,585.0,79.0
Pre-30s,57.0,51.0,306.0,6.0,109.0,766.0,146.0
Pre-30s,56.0,49.0,377.0,4.5,63.0,698.0,111.0
Pre-30s,38.0,31.0,485.0,11.0,141.0,2038.0,106.0
Pre-30s,44.0,37.0,457.0,7.7,107.0,1419.0,134.0
Pre-30s,45.0,38.0,525.0,7.5,107.0,1402.0,135.0
Post-30s,59.0,62.0,231.0,6.0,86.0,1283.0,93.0
Post-30s,68.0,67.0,197.0,3.2,64.0,570.0,105.0
Pre-30s,32.0,29.0,478.0,8.0,95.0,1189.0,341.0
Post-30s,42.0,29.0,594.0,7.3,107.0,908.0,326.0
Pre-30s,55.0,47.0,318.0,6.0,115.0,1030.0,117.0
Post-30s,55.0,48.0,285.0,11.0,195.0,2238.0,117.0
Post-30s,66.0,66.0,229.0,2.7,58.0,512.0,84.0
